,age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
14698,100,3,179666.0,15,10.0,0,13,4,4,1,0.0,0.0,35.0,8,<=50K
14699,101,3,142909.0,11,9.0,2,2,0,4,1,0.0,0.0,40.0,38,>50K
14700,80,3,231261.0,2,8.0,2,0,0,4,1,0.0,0.0,50.0,38,<=50K
14701,98,6,119008.0,7,12.0,0,12,1,2,0,0.0,1974.0,40.0,38,<=50K
14702,83,3,168138.0,11,9.0,4,12,1,4,1,0.0,0.0,45.0,38,<=50K
14703,110,3,217850.0,11,9.0,2,13,0,2,1,0.0,0.0,40.0,38,>50K
14704,106,5,343242.0,15,10.0,2,13,0,4,1,0.0,0.0,55.0,38,<=50K
14705,75,3,167087.0,15,10.0,4,9,3,4,0,0.0,0.0,20.0,38,<=50K
14706,83,3,200179.0,11,9.0,0,0,2,4,0,0.0,0.0,40.0,38,<=50K
14707,91,3,172252.0,15,10.0,0,3,1,4,0,0.0,0.0,40.0,38,<=50K
14708,95,3,132879.0,10,16.0,2,3,0,4,1,0.0,0.0,42.0,38,>50K
14709,77,3,240063.0,11,9.0,4,13,3,4,1,0.0,0.0,48.0,38,<=50K
14710,75,3,425816.0,15,10.0,4,11,4,2,0,0.0,0.0,40.0,38,<=50K
14711,95,1,167571.0,11,9.0,2,7,5,4,0,2885.0,0.0,30.0,38,<=50K
14712,95,3,85566.0,15,10.0,2,11,0,4,1,0.0,0.0,40.0,38,<=50K
14713,83,3,123799.0,9,13.0,0,3,4,4,1,0.0,0.0,42.0,38,<=50K
14714,84,3,194690.0,11,9.0,2,2,0,4,1,0.0,0.0,40.0,38,<=50K
14715,95,3,266347.0,15,10.0,2,11,0,4,1,0.0,0.0,40.0,38,<=50K
14716,118,3,68268.0,0,6.0,2,5,0,4,1,0.0,0.0,40.0,38,<=50K
14717,115,4,145574.0,8,11.0,2,3,0,4,1,0.0,0.0,40.0,38,>50K
14718,85,3,128666.0,11,9.0,2,2,0,4,1,0.0,0.0,40.0,38,<=50K
14719,87,3,119411.0,11,9.0,2,11,0,4,1,0.0,0.0,40.0,38,>50K
14720,94,3,276552.0,15,10.0,2,9,0,4,1,0.0,0.0,50.0,38,<=50K
14721,78,3,305423.0,15,10.0,4,9,3,4,1,0.0,0.0,36.0,38,<=50K
14722,94,0,104236.0,7,12.0,0,0,4,4,0,1471.0,0.0,40.0,38,<=50K
14723,104,3,136455.0,15,10.0,0,9,1,4,0,0.0,0.0,16.0,38,<=50K
14724,127,5,139889.0,1,7.0,2,3,0,4,1,0.0,0.0,75.0,38,>50K
14725,95,1,102953.0,11,9.0,2,7,0,4,1,0.0,0.0,40.0,38,<=50K
14726,92,3,320183.0,1,7.0,4,9,3,2,1,0.0,0.0,24.0,38,<=50K
14727,103,3,83407.0,11,9.0,2,12,0,4,1,0.0,0.0,84.0,38,>50K
14728,78,3,118910.0,15,10.0,4,9,1,4,1,0.0,0.0,43.0,38,<=50K
14729,97,3,99254.0,12,14.0,0,7,4,2,0,0.0,0.0,30.0,38,<=50K
14730,99,6,198766.0,11,9.0,4,7,3,4,0,0.0,0.0,40.0,38,<=50K
14731,76,3,191832.0,2,8.0,4,7,4,4,1,0.0,0.0,40.0,38,<=50K
14732,79,3,146178.0,11,9.0,5,0,2,4,1,0.0,0.0,46.0,38,<=50K
14733,91,3,132879.0,15,10.0,2,12,0,4,1,0.0,0.0,40.0,38,>50K
14734,100,3,94706.0,9,13.0,3,11,4,1,1,0.0,0.0,40.0,24,<=50K
14735,104,1,273767.0,12,14.0,2,3,5,4,0,7688.0,0.0,40.0,38,>50K
14736,99,5,204235.0,9,13.0,2,11,0,4,1,0.0,0.0,50.0,38,>50K
14737,118,3,181782.0,11,9.0,2,9,0,4,1,0.0,0.0,15.0,38,<=50K
14738,95,6,144860.0,9,13.0,2,3,0,4,1,0.0,0.0,40.0,38,<=50K
14739,100,3,185832.0,11,9.0,2,6,0,4,1,7298.0,0.0,40.0,38,>50K
14740,137,3,55314.0,9,13.0,2,0,0,4,1,0.0,0.0,4.0,38,>50K
14741,100,3,200194.0,15,10.0,2,2,0,4,1,0.0,0.0,40.0,38,<=50K
14742,93,3,339772.0,11,9.0,2,2,0,2,1,0.0,0.0,40.0,38,<=50K
14743,110,3,159755.0,11,9.0,2,3,0,4,1,7688.0,0.0,40.0,38,>50K
14744,80,3,200207.0,11,9.0,4,5,1,4,1,0.0,0.0,40.0,38,<=50K
14745,83,3,31493.0,9,13.0,2,12,0,4,1,0.0,0.0,30.0,38,<=50K
14746,87,3,168981.0,11,9.0,2,0,3,4,0,0.0,0.0,38.0,38,<=50K
14747,76,3,201729.0,15,10.0,4,10,3,4,1,0.0,0.0,33.0,38,<=50K
14748,86,5,105749.0,9,13.0,2,11,0,4,1,0.0,0.0,50.0,38,<=50K
14749,112,0,101847.0,11,9.0,2,0,0,4,1,4064.0,0.0,40.0,38,<=50K
14750,102,3,110646.0,7,12.0,2,0,5,4,0,0.0,0.0,56.0,38,<=50K
14751,90,3,139753.0,15,10.0,4,3,1,4,0,2174.0,0.0,50.0,38,<=50K
14752,81,3,255004.0,15,10.0,4,11,3,4,1,0.0,0.0,30.0,38,<=50K
14753,90,3,341954.0,9,13.0,2,3,0,4,1,0.0,0.0,40.0,38,>50K
14754,99,3,124330.0,15,10.0,0,3,1,4,0,0.0,0.0,46.0,38,<=50K
14755,102,3,64563.0,12,14.0,2,9,0,4,1,0.0,1887.0,45.0,38,>50K
14756,88,5,29254.0,15,10.0,2,4,0,4,1,0.0,0.0,50.0,38,>50K
14757,81,3,182810.0,15,10.0,4,9,1,4,0,0.0,1564.0,37.0,38,>50K
14758,89,3,139051.0,1,7.0,5,9,4,2,0,0.0,0.0,53.0,38,<=50K
14759,87,3,151053.0,15,10.0,2,13,0,4,1,0.0,0.0,34.0,38,<=50K
14760,122,4,45702.0,0,6.0,2,4,0,4,1,0.0,0.0,50.0,38,<=50K
14761,82,3,138685.0,15,10.0,4,9,3,4,1,0.0,0.0,40.0,38,<=50K
14762,93,3,164193.0,8,11.0,2,0,0,4,1,0.0,0.0,40.0,38,<=50K
14763,129,3,109651.0,11,9.0,2,10,0,4,1,0.0,0.0,30.0,38,<=50K
14764,86,3,126364.0,11,9.0,2,0,0,4,1,0.0,0.0,45.0,38,<=50K
14765,87,3,328199.0,11,9.0,4,12,1,4,0,2354.0,0.0,40.0,38,<=50K
14766,100,5,180096.0,12,14.0,0,3,1,4,1,0.0,0.0,20.0,38,<=50K
14767,79,3,197613.0,15,10.0,4,0,3,4,0,0.0,0.0,40.0,38,<=50K
14768,91,3,170195.0,15,10.0,2,12,0,4,1,0.0,0.0,40.0,38,>50K
14769,104,0,56482.0,0,6.0,4,2,1,2,1,0.0,0.0,40.0,38,<=50K
14770,109,3,23686.0,9,13.0,0,3,1,4,0,0.0,1741.0,40.0,38,<=50K
14771,118,6,200916.0,9,13.0,2,3,0,4,1,0.0,0.0,40.0,38,>50K
14772,100,3,160261.0,11,9.0,2,7,0,1,1,0.0,2377.0,35.0,16,<=50K
14773,77,3,129232.0,15,10.0,4,0,3,4,1,0.0,0.0,40.0,38,<=50K
14774,78,1,249727.0,15,10.0,2,10,0,4,1,0.0,0.0,40.0,38,>50K
14775,91,6,106448.0,12,14.0,4,9,1,4,1,0.0,0.0,45.0,38,<=50K
14776,117,1,313852.0,9,13.0,0,9,1,4,0,0.0,0.0,40.0,38,<=50K
14777,89,3,213722.0,11,9.0,2,13,0,4,1,0.0,0.0,35.0,11,<=50K
14778,85,3,120645.0,7,12.0,2,12,5,2,0,0.0,0.0,40.0,38,<=50K
14779,134,3,167336.0,11,9.0,2,9,0,4,1,0.0,0.0,16.0,38,<=50K
14780,77,5,199419.0,11,9.0,4,7,3,4,0,0.0,0.0,50.0,38,<=50K
14781,79,3,132053.0,15,10.0,4,0,1,4,0,0.0,0.0,40.0,38,<=50K
14782,77,3,311570.0,7,12.0,4,12,3,4,0,0.0,0.0,35.0,38,<=50K
14783,86,3,187203.0,9,13.0,2,5,0,4,1,0.0,0.0,40.0,38,<=50K
14784,132,3,201240.0,11,9.0,4,0,2,4,0,0.0,0.0,40.0,38,<=50K
14785,107,3,150999.0,11,9.0,2,6,0,4,1,0.0,0.0,40.0,38,>50K
14786,86,5,24961.0,11,9.0,0,13,1,4,1,0.0,0.0,40.0,38,<=50K
14787,92,1,152021.0,1,7.0,0,7,4,2,0,0.0,0.0,30.0,38,<=50K
14788,76,3,374116.0,1,7.0,4,11,3,4,0,0.0,0.0,40.0,38,<=50K
14789,129,3,35370.0,9,13.0,0,3,4,4,0,0.0,0.0,40.0,38,>50K
14790,94,3,65291.0,9,13.0,2,12,5,4,0,0.0,0.0,24.0,38,<=50K
14791,127,3,283889.0,11,9.0,3,9,1,2,1,0.0,1816.0,40.0,38,<=50K
14792,92,5,48585.0,15,10.0,2,9,5,4,0,0.0,0.0,4.0,38,<=50K
14793,82,3,132661.0,11,9.0,4,0,3,4,0,0.0,0.0,40.0,38,<=50K
14794,108,3,267583.0,0,6.0,0,6,4,4,0,0.0,0.0,40.0,38,<=50K
14795,106,3,313297.0,4,3.0,0,6,4,4,0,0.0,0.0,40.0,25,<=50K
14796,122,3,290578.0,5,4.0,5,6,1,4,0,0.0,0.0,40.0,38,<=50K
14797,88,3,246038.0,9,13.0,4,9,1,4,1,0.0,0.0,40.0,38,>50K
14798,98,0,125461.0,8,11.0,0,3,4,4,1,0.0,323.0,40.0,38,<=50K
14799,112,5,206149.0,5,4.0,4,7,4,2,0,0.0,0.0,58.0,38,<=50K
14800,115,1,205718.0,15,10.0,2,9,5,4,0,0.0,0.0,24.0,1,<=50K
14801,93,3,241153.0,9,13.0,2,9,0,4,1,15024.0,0.0,50.0,38,>50K
14802,105,3,186706.0,11,9.0,2,2,5,4,0,7688.0,0.0,40.0,38,>50K
14803,116,3,216574.0,9,13.0,0,3,1,4,0,0.0,0.0,40.0,38,>50K
14804,102,3,49570.0,11,9.0,0,0,1,4,0,0.0,0.0,40.0,38,<=50K
14805,98,6,82161.0,11,9.0,2,10,0,4,1,0.0,0.0,72.0,38,>50K
14806,100,3,191268.0,11,9.0,4,0,1,4,0,0.0,0.0,43.0,38,<=50K
14807,87,3,59469.0,11,9.0,4,7,1,4,1,0.0,0.0,40.0,38,<=50K
14808,86,3,197947.0,15,10.0,0,11,1,4,1,0.0,0.0,58.0,38,<=50K
14809,91,3,180131.0,9,13.0,5,11,1,4,1,0.0,0.0,50.0,38,>50K
14810,73,3,156732.0,1,7.0,4,7,2,4,0,0.0,0.0,20.0,38,<=50K
14811,78,3,415755.0,5,4.0,2,6,0,4,1,0.0,0.0,40.0,38,<=50K
14812,78,3,228254.0,15,10.0,4,0,4,2,0,0.0,0.0,37.0,38,<=50K
14813,84,5,414599.0,7,12.0,4,3,1,4,1,0.0,0.0,21.0,12,<=50K
14814,91,3,357173.0,15,10.0,2,13,0,4,1,0.0,0.0,50.0,38,<=50K
14815,105,3,111282.0,5,4.0,2,9,0,4,1,4386.0,0.0,99.0,38,>50K
14816,94,3,174308.0,11,9.0,4,4,1,4,1,0.0,0.0,48.0,38,<=50K
14817,105,0,61885.0,9,13.0,2,3,0,4,1,0.0,0.0,45.0,38,>50K
14818,98,3,123838.0,9,13.0,2,11,0,4,1,0.0,0.0,60.0,38,>50K
14819,109,3,119170.0,11,9.0,2,13,0,2,1,0.0,1740.0,40.0,38,<=50K
14820,115,3,219426.0,6,5.0,2,2,0,4,1,0.0,0.0,50.0,38,<=50K
14821,74,4,184920.0,11,9.0,4,4,3,4,1,0.0,0.0,25.0,38,<=50K
14822,95,1,187385.0,12,14.0,2,9,5,4,0,0.0,0.0,28.0,38,>50K
14823,82,3,234258.0,11,9.0,2,6,0,2,1,0.0,0.0,40.0,38,<=50K
14824,80,3,387663.0,15,10.0,3,4,4,4,0,0.0,0.0,40.0,38,<=50K
14825,101,3,151817.0,12,14.0,5,12,4,4,0,0.0,0.0,36.0,38,<=50K
14826,90,3,187203.0,14,15.0,2,11,0,4,1,7688.0,0.0,40.0,38,>50K
14827,83,1,67187.0,11,9.0,0,0,1,0,0,0.0,0.0,33.0,38,<=50K
14828,104,3,194526.0,15,10.0,2,11,5,4,0,0.0,0.0,40.0,38,<=50K
14829,76,3,73266.0,15,10.0,4,13,3,1,1,0.0,0.0,40.0,38,<=50K
14830,105,5,340755.0,12,14.0,2,3,0,4,1,5178.0,0.0,40.0,38,>50K
14831,82,3,168552.0,11,9.0,0,3,4,4,0,0.0,0.0,40.0,38,<=50K
14832,94,4,188069.0,9,13.0,2,11,0,4,1,15024.0,0.0,40.0,38,>50K
14833,83,3,198587.0,11,9.0,4,11,4,2,0,0.0,0.0,60.0,38,<=50K
14834,77,6,33423.0,15,10.0,4,7,1,4,0,0.0,0.0,35.0,38,<=50K
14835,96,0,190910.0,9,13.0,2,9,0,4,1,0.0,0.0,40.0,38,>50K
14836,103,3,195963.0,5,4.0,4,13,1,3,1,0.0,0.0,48.0,32,<=50K
14837,80,3,345066.0,11,9.0,4,5,1,2,0,0.0,0.0,50.0,38,<=50K
14838,99,3,195258.0,11,9.0,2,2,0,4,1,0.0,0.0,40.0,38,>50K
14839,100,3,262233.0,15,10.0,0,3,4,4,1,0.0,0.0,47.0,38,<=50K
14840,112,3,78707.0,6,5.0,2,7,5,4,0,4508.0,0.0,28.0,38,<=50K
14841,109,4,251240.0,9,13.0,2,3,0,4,1,0.0,2415.0,50.0,38,>50K
14842,92,5,414056.0,11,9.0,2,2,0,4,1,0.0,0.0,40.0,38,<=50K
14843,112,1,174564.0,2,8.0,0,13,1,4,1,0.0,0.0,40.0,38,<=50K
14844,82,3,236242.0,8,11.0,4,0,1,4,0,0.0,1590.0,40.0,38,<=50K
14845,87,3,31286.0,8,11.0,0,2,1,4,1,0.0,0.0,40.0,38,<=50K
14846,75,3,234476.0,15,10.0,4,11,3,4,0,0.0,0.0,7.0,38,<=50K
14847,82,3,414916.0,11,9.0,4,12,2,4,1,0.0,0.0,40.0,38,<=50K
14848,96,3,223881.0,15,10.0,0,12,1,4,1,0.0,0.0,50.0,38,<=50K
14849,77,3,284651.0,15,10.0,4,11,3,4,0,0.0,0.0,20.0,38,<=50K
14850,91,3,38948.0,8,11.0,2,2,0,4,1,3103.0,0.0,40.0,38,>50K
14851,89,3,157887.0,6,5.0,2,6,0,4,1,0.0,0.0,50.0,38,<=50K
14852,115,3,70796.0,11,9.0,2,8,5,2,0,0.0,0.0,15.0,38,<=50K
14853,105,1,97176.0,11,9.0,6,7,1,4,0,0.0,0.0,47.0,38,<=50K
14854,110,3,146834.0,15,10.0,2,11,0,4,1,0.0,0.0,40.0,38,<=50K
14855,79,3,490645.0,15,10.0,2,9,0,4,1,2829.0,0.0,42.0,38,<=50K
14856,117,6,31577.0,12,14.0,2,9,0,4,1,0.0,0.0,30.0,38,<=50K
14857,89,3,145437.0,11,9.0,4,2,3,4,1,0.0,0.0,43.0,38,<=50K
14858,92,6,21798.0,9,13.0,2,10,0,4,1,15024.0,0.0,40.0,10,>50K
14859,113,3,142076.0,11,9.0,2,6,0,4,1,4386.0,0.0,40.0,38,>50K
14860,78,3,136230.0,11,9.0,4,0,3,4,1,0.0,0.0,40.0,38,<=50K
14861,103,3,184169.0,12,14.0,0,9,4,4,0,0.0,0.0,40.0,38,>50K
14862,79,3,175778.0,15,10.0,4,7,1,4,0,0.0,0.0,20.0,38,<=50K
14863,102,1,59174.0,11,9.0,6,9,4,0,0,0.0,0.0,33.0,38,<=50K
14864,105,3,123713.0,9,13.0,0,3,1,4,1,0.0,0.0,45.0,38,<=50K
14865,123,3,222362.0,11,9.0,2,9,0,4,1,0.0,0.0,2.0,38,>50K
14866,107,3,108435.0,2,8.0,4,7,3,4,1,0.0,0.0,40.0,38,<=50K
14867,77,3,39182.0,7,12.0,4,5,3,4,1,0.0,0.0,40.0,38,<=50K
14868,89,1,203051.0,11,9.0,4,0,3,4,1,0.0,0.0,46.0,38,<=50K
14869,101,0,363418.0,9,13.0,2,9,0,4,1,0.0,0.0,40.0,38,>50K
14870,83,1,113054.0,9,13.0,4,10,1,4,0,0.0,0.0,32.0,38,<=50K
14871,83,1,163320.0,7,12.0,4,10,3,4,1,0.0,0.0,40.0,38,<=50K
14872,90,3,118710.0,11,9.0,4,5,1,4,1,0.0,0.0,40.0,38,<=50K
14873,112,3,170066.0,11,9.0,2,0,0,4,1,0.0,0.0,40.0,38,<=50K
14874,80,3,135267.0,15,10.0,2,0,5,4,0,0.0,0.0,40.0,38,<=50K
14875,80,3,361278.0,15,10.0,4,0,1,4,0,0.0,0.0,40.0,38,<=50K
14876,115,5,165867.0,9,13.0,2,3,0,4,1,0.0,0.0,25.0,38,<=50K
14877,89,3,300497.0,15,10.0,0,6,1,2,1,0.0,0.0,40.0,38,<=50K
14878,105,6,255928.0,11,9.0,2,12,0,4,1,0.0,0.0,40.0,38,<=50K
14879,97,3,27305.0,11,9.0,0,2,1,4,1,0.0,0.0,40.0,38,<=50K
14880,90,3,29933.0,11,9.0,4,7,1,4,1,0.0,0.0,40.0,38,<=50K
14881,99,3,265434.0,1,7.0,4,7,1,2,1,0.0,0.0,40.0,38,<=50K
14882,74,3,145643.0,1,7.0,4,7,3,4,0,0.0,0.0,9.0,38,<=50K
14883,87,3,162041.0,11,9.0,4,9,3,4,0,0.0,0.0,15.0,38,<=50K
14884,86,3,119562.0,11,9.0,2,6,0,4,1,3942.0,0.0,40.0,38,<=50K
14885,85,3,115549.0,11,9.0,2,13,0,4,1,2635.0,0.0,40.0,38,<=50K
14886,106,3,39590.0,11,9.0,2,4,0,4,1,0.0,0.0,48.0,38,>50K
14887,80,3,97676.0,15,10.0,2,12,0,4,1,0.0,0.0,40.0,38,<=50K
14888,109,3,34973.0,1,7.0,2,11,0,4,1,0.0,0.0,40.0,38,<=50K
14889,108,3,312446.0,11,9.0,2,2,0,4,1,0.0,0.0,40.0,38,<=50K
14890,98,0,88909.0,9,13.0,2,3,0,4,1,0.0,0.0,40.0,38,>50K
14891,92,3,117381.0,9,13.0,2,9,0,4,1,0.0,0.0,55.0,38,>50K
14892,90,4,513977.0,11,9.0,0,2,1,2,1,0.0,0.0,50.0,38,<=50K
14893,94,0,39089.0,11,9.0,4,13,1,4,1,6849.0,0.0,50.0,38,<=50K
14894,88,3,341672.0,9,13.0,4,11,1,1,1,2174.0,0.0,45.0,35,<=50K
14895,87,1,400535.0,11,9.0,2,2,0,4,1,0.0,0.0,72.0,38,<=50K
14896,90,5,338042.0,11,9.0,2,4,0,4,1,0.0,0.0,60.0,38,<=50K
14897,105,3,216734.0,9,13.0,0,3,1,4,0,0.0,0.0,40.0,38,<=50K
14898,110,5,224207.0,11,9.0,6,2,1,4,1,6849.0,0.0,50.0,38,<=50K
14899,114,3,107897.0,9,13.0,2,3,0,4,1,7688.0,0.0,40.0,38,>50K
14900,84,3,205903.0,11,9.0,2,6,0,4,1,0.0,0.0,40.0,38,<=50K
14901,92,3,191754.0,11,9.0,2,2,0,4,1,0.0,0.0,50.0,38,<=50K
14902,82,3,216225.0,7,12.0,2,11,5,4,0,0.0,0.0,50.0,38,>50K
14903,89,3,125762.0,11,9.0,2,5,0,4,1,0.0,0.0,40.0,38,<=50K
14904,107,3,201062.0,11,9.0,2,7,2,2,0,0.0,0.0,40.0,22,<=50K
14905,109,1,25820.0,8,11.0,0,3,1,0,1,0.0,0.0,48.0,38,<=50K
14906,89,3,553405.0,8,11.0,4,11,3,4,1,0.0,0.0,40.0,38,<=50K
14907,101,0,78022.0,9,13.0,2,9,0,4,1,0.0,0.0,40.0,38,>50K
14908,83,3,207631.0,4,3.0,4,6,1,4,0,0.0,0.0,52.0,25,<=50K
14909,91,3,203988.0,11,9.0,0,11,1,4,1,0.0,0.0,60.0,38,<=50K
14910,103,3,122194.0,11,9.0,0,2,4,4,0,0.0,0.0,40.0,38,<=50K
14911,73,3,318918.0,0,6.0,4,4,3,4,1,0.0,0.0,30.0,38,<=50K
14912,111,4,264453.0,8,11.0,0,3,4,4,1,0.0,0.0,30.0,38,<=50K
14913,84,5,183523.0,11,9.0,2,2,0,4,1,0.0,0.0,35.0,38,<=50K
14914,102,5,98881.0,12,14.0,0,9,1,4,0,0.0,0.0,45.0,38,<=50K
14915,74,3,184101.0,1,7.0,4,4,3,4,1,0.0,0.0,6.0,38,<=50K
14916,99,1,135056.0,11,9.0,5,0,2,4,0,0.0,0.0,35.0,38,<=50K
14917,116,5,71457.0,11,9.0,2,13,0,4,1,4508.0,0.0,8.0,38,<=50K
14918,111,5,96459.0,0,6.0,2,4,0,4,1,0.0,1887.0,70.0,38,>50K
14919,108,3,134184.0,11,9.0,0,7,1,4,0,2597.0,0.0,36.0,38,<=50K
14920,96,3,153132.0,9,13.0,2,2,0,4,1,0.0,0.0,31.0,38,<=50K
14921,108,3,173991.0,11,9.0,2,6,0,4,1,0.0,0.0,38.0,38,<=50K
14922,83,0,96219.0,11,9.0,4,12,3,4,0,0.0,0.0,40.0,38,<=50K
14923,100,3,152744.0,12,14.0,4,9,1,1,0,0.0,0.0,40.0,29,<=50K
14924,112,3,182142.0,11,9.0,2,2,0,4,1,0.0,0.0,40.0,38,<=50K
14925,91,3,48915.0,9,13.0,4,0,1,4,1,0.0,0.0,40.0,38,<=50K
14926,91,3,24126.0,15,10.0,0,3,4,4,0,0.0,0.0,40.0,38,<=50K
14927,103,1,263984.0,11,9.0,2,7,0,2,1,0.0,0.0,40.0,32,<=50K
14928,98,1,118261.0,8,11.0,0,9,4,4,0,0.0,0.0,50.0,38,<=50K
14929,119,3,106141.0,5,4.0,2,11,0,4,1,0.0,0.0,45.0,38,<=50K
14930,104,6,355320.0,8,11.0,2,3,0,4,1,0.0,0.0,15.0,10,>50K
14931,75,3,497414.0,5,4.0,4,9,1,4,0,0.0,0.0,35.0,25,<=50K
14932,97,3,118915.0,9,13.0,5,11,1,4,0,0.0,0.0,40.0,38,<=50K
14933,73,3,75885.0,1,7.0,4,7,3,4,0,0.0,0.0,10.0,38,<=50K
14934,82,6,93806.0,15,10.0,4,0,2,4,1,0.0,0.0,25.0,38,<=50K
14935,89,1,255058.0,9,13.0,0,9,3,4,1,0.0,2339.0,40.0,38,<=50K
14936,97,3,120277.0,11,9.0,0,6,1,4,1,0.0,0.0,40.0,38,<=50K
14937,76,3,120046.0,15,10.0,4,0,3,4,1,0.0,0.0,25.0,38,<=50K
14938,82,3,209384.0,15,10.0,2,5,0,4,1,0.0,0.0,40.0,38,<=50K
14939,91,1,742903.0,12,14.0,2,9,0,4,1,0.0,0.0,40.0,38,<=50K
14940,103,4,147869.0,11,9.0,2,11,0,4,1,0.0,0.0,50.0,38,<=50K
14941,77,3,208117.0,0,6.0,4,9,1,4,0,0.0,0.0,30.0,38,<=50K
14942,120,3,268965.0,11,9.0,0,0,1,4,0,0.0,0.0,22.0,38,<=50K
14943,88,3,41210.0,11,9.0,2,2,0,4,1,0.0,0.0,40.0,38,<=50K
14944,103,3,128378.0,8,11.0,2,0,0,2,1,0.0,0.0,40.0,38,<=50K
14945,78,3,131291.0,11,9.0,4,7,1,4,1,0.0,0.0,20.0,38,<=50K
14946,91,3,187046.0,9,13.0,4,3,1,4,1,0.0,0.0,45.0,38,<=50K
14947,109,3,221672.0,2,8.0,2,7,0,4,1,0.0,0.0,40.0,38,<=50K
14948,85,5,70100.0,11,9.0,2,4,0,4,1,0.0,0.0,80.0,38,<=50K
14949,79,3,199586.0,11,9.0,2,12,0,4,1,0.0,0.0,40.0,38,<=50K
14950,101,3,243743.0,15,10.0,2,11,0,4,1,0.0,0.0,50.0,38,>50K
14951,76,6,375931.0,15,10.0,4,0,3,4,1,0.0,0.0,15.0,38,<=50K
14952,98,3,139012.0,8,11.0,2,9,0,1,1,0.0,0.0,40.0,39,>50K
14953,101,3,167617.0,8,11.0,2,2,0,4,1,0.0,0.0,40.0,38,<=50K
14954,133,3,88269.0,4,3.0,2,7,0,4,1,0.0,0.0,20.0,38,<=50K
14955,88,3,70377.0,14,15.0,4,9,1,4,0,0.0,0.0,40.0,38,<=50K
14956,77,3,431745.0,15,10.0,4,7,1,2,0,0.0,0.0,10.0,38,<=50K
14957,88,3,72967.0,14,15.0,2,9,0,4,1,0.0,0.0,25.0,38,>50K
14958,97,3,174373.0,11,9.0,2,11,0,4,1,0.0,0.0,30.0,38,>50K
14959,98,3,145178.0,11,9.0,5,12,1,2,0,0.0,0.0,40.0,38,<=50K
14960,79,3,138938.0,11,9.0,2,9,3,4,0,0.0,0.0,3.0,38,<=50K
14961,82,1,113948.0,9,13.0,4,10,1,4,0,0.0,0.0,48.0,38,<=50K
14962,122,3,135446.0,11,9.0,2,11,0,4,1,0.0,0.0,40.0,38,<=50K
14963,97,3,43711.0,11,9.0,4,7,1,4,1,0.0,0.0,30.0,38,<=50K
14964,96,3,137304.0,9,13.0,4,0,4,2,0,0.0,0.0,65.0,38,<=50K
14965,77,3,180690.0,15,10.0,4,7,3,4,1,0.0,0.0,40.0,38,<=50K
14966,96,3,135384.0,11,9.0,5,6,4,2,0,0.0,0.0,40.0,38,<=50K
14967,104,3,178137.0,11,9.0,0,6,4,4,0,0.0,0.0,44.0,38,<=50K
14968,118,5,113440.0,9,13.0,2,9,0,4,1,15024.0,0.0,40.0,38,>50K
14969,101,3,110243.0,12,14.0,2,3,0,4,1,0.0,0.0,50.0,38,>50K
14970,98,4,165981.0,15,10.0,2,4,0,4,1,0.0,0.0,60.0,38,<=50K
14971,76,3,246635.0,15,10.0,4,11,3,4,0,2597.0,0.0,20.0,38,<=50K
14972,86,3,553405.0,11,9.0,2,2,0,4,1,0.0,0.0,40.0,38,>50K
14973,115,3,137506.0,6,5.0,6,5,4,4,1,0.0,0.0,40.0,38,<=50K
14974,78,3,313730.0,7,12.0,4,4,1,2,0,0.0,0.0,40.0,38,<=50K
14975,79,0,102684.0,15,10.0,4,0,1,4,1,0.0,0.0,60.0,38,<=50K
14976,111,3,265579.0,15,10.0,6,3,1,4,0,2354.0,0.0,40.0,38,<=50K
14977,114,3,101338.0,11,9.0,2,2,0,4,1,0.0,0.0,40.0,11,>50K
14978,123,3,188903.0,9,13.0,2,9,0,4,1,0.0,0.0,40.0,38,>50K
14979,107,3,231919.0,1,7.0,2,2,0,4,1,0.0,0.0,45.0,38,<=50K
14980,94,3,139770.0,12,14.0,2,9,5,4,0,0.0,0.0,48.0,38,>50K
14981,93,3,253006.0,15,10.0,5,11,1,4,1,0.0,0.0,45.0,38,<=50K
14982,90,3,258425.0,8,11.0,4,11,1,0,1,2597.0,0.0,45.0,38,<=50K
14983,105,3,168837.0,8,11.0,0,7,4,4,0,0.0,0.0,20.0,38,<=50K
14984,102,3,177536.0,15,10.0,0,11,4,4,1,0.0,0.0,60.0,38,<=50K
14985,85,3,168524.0,15,10.0,4,12,1,4,0,0.0,0.0,40.0,38,<=50K
14986,75,4,108551.0,11,9.0,4,0,3,4,0,0.0,0.0,20.0,38,<=50K
14987,94,5,180477.0,14,15.0,2,9,0,4,1,0.0,0.0,37.0,38,>50K
14988,114,5,162970.0,15,10.0,2,2,0,4,1,0.0,0.0,40.0,38,<=50K
14989,99,3,104196.0,11,9.0,2,6,0,4,1,0.0,0.0,43.0,38,<=50K
14990,90,3,329288.0,11,9.0,2,6,0,4,1,4386.0,0.0,55.0,38,>50K
14991,115,5,39398.0,11,9.0,2,11,5,4,0,0.0,0.0,42.0,38,<=50K
14992,89,3,70240.0,15,10.0,4,7,3,1,0,0.0,0.0,40.0,29,<=50K
14993,73,3,153021.0,15,10.0,4,0,3,4,0,0.0,0.0,6.0,38,<=50K
